==============================================================================
==============================================================================
Wed. Oct. 5 2016                  LANDSAT 5                       Time: 23:25
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501610054481_05316                          Path / Row - 201 / 30
Reference Image: L51MPS1011273100100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 97.7%
Rank   2 --  2.3%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2010304136   42.70911     -3.92707     0.03     -0.00     0.03     1 
2010304137   42.70943     -3.88788    -0.03     -0.04     0.05     1 
2010304138   42.70972     -3.84869    -0.12     -0.02     0.12     1 
2010304139   42.71001     -3.80949     0.13      0.03     0.14     1 
2010304140   42.71028     -3.77030     0.09     -0.07     0.11     1 
2010304141   42.71053     -3.73110     0.23      0.02     0.23     1 
2010304142   42.71078     -3.69191     0.21      0.04     0.21     1 
2010304143   42.71101     -3.65271     0.40      0.24     0.47     1 
2010304146   42.71162     -3.53512    -0.24     -0.10     0.26     1 
2010304147   42.71179     -3.49592    -0.13     -0.09     0.16     1 
2010304148   42.71196     -3.45672    -0.02      0.06     0.07     1 
2010304149   42.71211     -3.41752    -0.14     -0.10     0.18     1 
2010304150   42.71224     -3.37832     0.08     -0.19     0.21     1 
2010304151   42.71236     -3.33912     0.21      0.10     0.23     1 
2010304152   42.71247     -3.29992     0.12      0.02     0.12     1 
2010304153   42.71257     -3.26072     0.01      0.07     0.07     1 
2010304154   42.71265     -3.22152     0.14     -0.19     0.23     1 
2010304155   42.71272     -3.18232    -0.23     -0.11     0.25     1 
2010304156   42.71278     -3.14312     0.03     -0.07     0.07     1 
2010304160   42.71287     -2.98632     0.40      0.23     0.46     1 
2010304166   42.71260     -2.75112     0.22      0.19     0.29     1 
2010304171   42.71200     -2.55512    -0.18     -0.00     0.18     1 
2010304172   42.71184     -2.51593    -0.53      0.12     0.54     2 
2010304173   42.71167     -2.47673    -0.26     -0.01     0.26     1 
2010304174   42.71149     -2.43753    -0.46      0.09     0.47     1 
2010304175   42.71129     -2.39833     0.08      0.18     0.20     1 
2010304176   42.71107     -2.35914     0.14      0.24     0.28     1 
2010304177   42.71085     -2.31994     0.13      0.40     0.43     1 
2010304180   42.71009     -2.20235    -0.01      0.15     0.15     1 
2010304181   42.70981     -2.16316     0.22     -0.03     0.23     1 
2010304182   42.70952     -2.12396     0.05      0.11     0.12     1 
2010304184   42.70889     -2.04558    -0.04      0.12     0.12     1 
2010304187   42.70785     -1.92800     0.10     -0.00     0.10     1 
2010304188   42.70748     -1.88881    -0.05     -0.04     0.07     1 
2010304203   42.68049     -4.24008     0.45     -0.11     0.46     1 
2010304204   42.68091     -4.20091    -0.07     -0.04     0.08     1 
2010304205   42.68131     -4.16174     0.09      0.11     0.14     1 
2010304207   42.68208     -4.08339     0.16     -0.02     0.16     1 
2010304208   42.68244     -4.04422     0.19      0.12     0.23     1 
2010304209   42.68279     -4.00504     0.07      0.35     0.35     1 
2010304210   42.68313     -3.96587    -0.36     -0.01     0.36     1 
2010304211   42.68345     -3.92669     0.08     -0.08     0.11     1 
2010304212   42.68376     -3.88752    -0.06     -0.06     0.08     1 
2010304213   42.68406     -3.84834     0.06     -0.21     0.21     1 
2010304215   42.68461     -3.76998     0.08     -0.05     0.09     1 
2010304216   42.68487     -3.73080     0.10      0.13     0.17     1 
2010304217   42.68511     -3.69162     0.09     -0.10     0.13     1 
2010304218   42.68534     -3.65244    -0.00      0.14     0.14     1 
2010304219   42.68556     -3.61326    -0.05     -0.04     0.07     1 
2010304220   42.68576     -3.57408    -0.06      0.08     0.11     1 
2010304221   42.68595     -3.53490    -0.06     -0.07     0.09     1 
2010304222   42.68613     -3.49572     0.05      0.02     0.05     1 
2010304223   42.68629     -3.45653     0.12     -0.14     0.18     1 
2010304224   42.68644     -3.41735    -0.20      0.04     0.20     1 
2010304230   42.68706     -3.18225     0.12     -0.04     0.13     1 
2010304231   42.68711     -3.14306     0.15     -0.03     0.15     1 
2010304236   42.68719     -2.94714     0.14     -0.04     0.15     1 
2010304245   42.68648     -2.59449     0.03     -0.19     0.20     1 
2010304246   42.68634     -2.55531     0.28      0.06     0.28     1 
2010304247   42.68618     -2.51612     0.03      0.02     0.04     1 
2010304248   42.68601     -2.47694    -0.10     -0.07     0.12     1 
2010304249   42.68582     -2.43776    -0.08     -0.04     0.09     1 
2010304250   42.68562     -2.39858    -0.06      0.30     0.31     1 
2010304252   42.68518     -2.32022     0.23      0.04     0.23     1 
2010304253   42.68494     -2.28104     0.01      0.14     0.14     1 
2010304254   42.68469     -2.24186    -0.17      0.12     0.21     1 
2010304255   42.68443     -2.20268    -0.07      0.15     0.17     1 
2010304256   42.68415     -2.16350     0.00      0.01     0.01     1 
2010304258   42.68355     -2.08515    -0.06     -0.20     0.21     1 
2010304259   42.68323     -2.04597     0.05     -0.15     0.15     1 
2010304260   42.68290     -2.00679     0.19     -0.02     0.19     1 
2010304262   42.68219     -1.92844     0.12      0.09     0.15     1 
2010304278   42.65483     -4.23957     0.13      0.14     0.19     1 
2010304279   42.65525     -4.20042     0.16      0.24     0.29     1 
2010304282   42.65642     -4.08295     0.45      0.11     0.47     1 
2010304283   42.65678     -4.04379     0.19     -0.03     0.19     1 
2010304285   42.65747     -3.96547     0.12      0.27     0.29     1 
2010304287   42.65810     -3.88715     0.38     -0.17     0.41     1 
2010304288   42.65840     -3.84799    -0.06      0.01     0.06     1 
2010304289   42.65868     -3.80883    -0.22     -0.02     0.22     1 
2010304290   42.65895     -3.76966    -0.04     -0.20     0.20     1 
2010304291   42.65921     -3.73050    -0.07     -0.09     0.11     1 
2010304292   42.65945     -3.69134    -0.06     -0.16     0.17     1 
2010304294   42.65989     -3.61301    -0.09     -0.13     0.16     1 
2010304295   42.66010     -3.57384     0.23      0.06     0.23     1 
2010304296   42.66029     -3.53468     0.16      0.02     0.16     1 
2010304298   42.66063     -3.45634    -0.23      0.03     0.23     1 
2010304306   42.66145     -3.14301     0.22     -0.12     0.25     1 
2010304307   42.66149     -3.10384    -0.32     -0.08     0.33     1 
2010304310   42.66154     -2.98633     0.00      0.12     0.12     1 
2010304314   42.66141     -2.82966    -0.00      0.07     0.07     1 
2010304315   42.66134     -2.79049     0.27     -0.14     0.31     1 
2010304316   42.66127     -2.75133     0.04      0.01     0.04     1 
2010304318   42.66107     -2.67299     0.13     -0.03     0.14     1 
2010304319   42.66095     -2.63382    -0.11     -0.12     0.16     1 
2010304322   42.66051     -2.51632    -0.27      0.23     0.36     1 
2010304323   42.66034     -2.47716     0.10      0.06     0.12     1 
2010304324   42.66016     -2.43799    -0.06      0.50     0.50     2 
2010304327   42.65952     -2.32050    -0.10      0.00     0.10     1 
2010304328   42.65928     -2.28133     0.13      0.06     0.14     1 
2010304330   42.65876     -2.20301     0.00      0.00     0.00     1 
2010304332   42.65819     -2.12468    -0.04      0.01     0.04     1 
2010304333   42.65789     -2.08552     0.01      0.20     0.20     1 
2010304335   42.65723     -2.00720    -0.05      0.12     0.13     1 
2010304336   42.65689     -1.96804     0.29      0.31     0.42     1 
2010304337   42.65653     -1.92888     0.09      0.03     0.10     1 
2010304354   42.62958     -4.19993     0.39      0.29     0.48     1 
2010304356   42.63038     -4.12165     0.28      0.11     0.30     1 
2010304357   42.63076     -4.08250     0.19      0.01     0.19     1 
2010304358   42.63112     -4.04336     0.25     -0.00     0.25     1 
2010304359   42.63147     -4.00422     0.21      0.00     0.21     1 
2010304360   42.63180     -3.96508     0.15     -0.03     0.15     1 
2010304361   42.63213     -3.92593     0.37      0.33     0.49     1 
2010304363   42.63273     -3.84764    -0.07      0.08     0.11     1 
2010304364   42.63302     -3.80849     0.22      0.02     0.22     1 
2010304365   42.63329     -3.76935     0.13     -0.10     0.16     1 
2010304366   42.63354     -3.73020    -0.06     -0.14     0.15     1 
2010304368   42.63401     -3.65190    -0.13     -0.24     0.27     1 
2010304369   42.63423     -3.61276     0.04     -0.01     0.04     1 
2010304370   42.63443     -3.57361     0.01     -0.04     0.05     1 
2010304371   42.63462     -3.53446     0.21      0.09     0.23     1 
2010304373   42.63496     -3.45616    -0.11      0.06     0.13     1 
2010304382   42.63582     -3.10380    -0.02     -0.11     0.11     1 
2010304383   42.63585     -3.06464     0.14     -0.16     0.21     1 
2010304384   42.63587     -3.02549     0.09     -0.18     0.20     1 
2010304385   42.63587     -2.98634    -0.02      0.14     0.14     1 
2010304386   42.63586     -2.94719     0.12     -0.03     0.12     1 
2010304387   42.63583     -2.90803    -0.06     -0.03     0.07     1 
2010304388   42.63579     -2.86888     0.11      0.06     0.12     1 
2010304389   42.63574     -2.82973    -0.01     -0.05     0.05     1 
2010304390   42.63568     -2.79058     0.10     -0.13     0.16     1 
2010304391   42.63560     -2.75143    -0.19     -0.10     0.21     1 
2010304392   42.63551     -2.71228     0.18      0.17     0.25     1 
2010304393   42.63540     -2.67312     0.10      0.08     0.12     1 
2010304394   42.63529     -2.63397     0.22     -0.14     0.26     1 
2010304395   42.63515     -2.59482    -0.19     -0.11     0.22     1 
2010304396   42.63501     -2.55567     0.03     -0.04     0.05     1 
2010304397   42.63485     -2.51652    -0.23     -0.10     0.25     1 
2010304399   42.63449     -2.43822     0.01      0.29     0.29     1 
2010304400   42.63429     -2.39907    -0.01     -0.47     0.47     1 
2010304401   42.63408     -2.35993     0.07      0.03     0.08     1 
2010304402   42.63386     -2.32078     0.21     -0.03     0.22     1 
2010304407   42.63253     -2.12504     0.26     -0.03     0.27     1 
2010304409   42.63190     -2.04675     0.11     -0.02     0.12     1 
2010304411   42.63123     -1.96847     0.33      0.36     0.49     1 
2010304428   42.60351     -4.23856    -0.01     -0.12     0.12     1 
2010304433   42.60546     -4.04293     0.20      0.21     0.29     1 
2010304434   42.60581     -4.00381     0.04     -0.00     0.04     1 
2010304435   42.60614     -3.96468    -0.10      0.14     0.17     1 
2010304437   42.60677     -3.88642     0.20      0.32     0.38     1 
2010304438   42.60707     -3.84729    -0.02     -0.17     0.17     1 
2010304441   42.60788     -3.72990    -0.19     -0.01     0.19     1 
2010304442   42.60812     -3.69077    -0.01     -0.03     0.03     1 
2010304446   42.60896     -3.53424     0.23      0.16     0.28     1 
2010304463   42.61013     -2.86894     0.04     -0.04     0.05     1 
2010304464   42.61008     -2.82980     0.00     -0.22     0.22     1 
2010304465   42.61001     -2.79067    -0.09     -0.01     0.09     1 
2010304466   42.60993     -2.75153     0.09      0.08     0.12     1 
2010304467   42.60984     -2.71239    -0.08     -0.06     0.10     1 
2010304468   42.60974     -2.67326     0.04     -0.07     0.08     1 
2010304469   42.60962     -2.63413    -0.05      0.09     0.10     1 
2010304470   42.60949     -2.59499     0.11      0.02     0.11     1 
2010304471   42.60934     -2.55586     0.13     -0.10     0.16     1 
2010304472   42.60918     -2.51672    -0.06      0.33     0.33     1 
2010304473   42.60901     -2.47759     0.40      0.11     0.42     1 
2010304476   42.60842     -2.36019     0.05      0.08     0.09     1 
2010304477   42.60819     -2.32106     0.20      0.08     0.22     1 
2010304479   42.60770     -2.24279     0.31      0.09     0.32     1 
2010304482   42.60686     -2.12540     0.21      0.29     0.35     1 
2010304483   42.60656     -2.08627     0.05      0.08     0.09     1 
2010304503   42.57785     -4.23805     0.12      0.03     0.13     1 
2010304510   42.58048     -3.96428     0.32      0.04     0.32     1 
2010304511   42.58080     -3.92517    -0.04      0.30     0.30     1 
2010304512   42.58111     -3.88606     0.28      0.12     0.30     1 
2010304513   42.58141     -3.84694     0.19      0.06     0.20     1 
2010304515   42.58196     -3.76872    -0.02      0.18     0.18     1 
2010304516   42.58221     -3.72960     0.25      0.18     0.31     1 
2010304517   42.58246     -3.69048    -0.02     -0.15     0.16     1 
2010304519   42.58290     -3.61225     0.26      0.11     0.28     1 
2010304521   42.58329     -3.53402     0.04      0.10     0.11     1 
2010304524   42.58378     -3.41667    -0.02      0.00     0.02     1 
2010304539   42.58441     -2.82987     0.25     -0.06     0.26     1 
2010304540   42.58435     -2.79075    -0.13      0.00     0.13     1 
2010304541   42.58427     -2.75163     0.07     -0.15     0.17     1 
2010304542   42.58418     -2.71251    -0.09     -0.20     0.22     1 
2010304545   42.58382     -2.59516     0.15     -0.06     0.16     1 
2010304550   42.58296     -2.39957     0.32     -0.10     0.34     1 
2010304552   42.58253     -2.32133     0.32      0.34     0.47     1 
2010304553   42.58229     -2.28222     0.29      0.03     0.29     1 
2010304554   42.58204     -2.24310     0.33      0.15     0.36     1 
2010304555   42.58177     -2.20399     0.27      0.08     0.29     1 
2010304559   42.58058     -2.04754     0.09      0.12     0.15     1 
2010304561   42.57990     -1.96931     0.13      0.14     0.19     1 
2010304586   42.55514     -3.92479     0.22      0.04     0.22     1 
2010304587   42.55545     -3.88569     0.21      0.18     0.28     1 
2010304588   42.55574     -3.84660    -0.02     -0.03     0.03     1 
2010304590   42.55629     -3.76840     0.27      0.01     0.27     1 
2010304591   42.55655     -3.72930     0.16     -0.02     0.16     1 
2010304594   42.55724     -3.61200     0.05      0.13     0.14     1 
2010304596   42.55763     -3.53380     0.15      0.09     0.18     1 
2010304599   42.55811     -3.41649     0.25      0.05     0.25     1 
2010304614   42.55874     -2.82994     0.10      0.05     0.11     1 
2010304615   42.55868     -2.79084     0.04      0.04     0.06     1 
2010304616   42.55860     -2.75173     0.13     -0.21     0.24     1 
2010304618   42.55841     -2.67353     0.04     -0.12     0.12     1 
2010304619   42.55829     -2.63443    -0.15     -0.18     0.23     1 
2010304620   42.55816     -2.59532     0.02     -0.02     0.02     1 
2010304621   42.55801     -2.55622     0.03     -0.09     0.09     1 
2010304622   42.55785     -2.51712     0.15     -0.01     0.15     1 
2010304624   42.55750     -2.43892     0.02      0.11     0.11     1 
2010304625   42.55730     -2.39981     0.08      0.02     0.08     1 
2010304626   42.55709     -2.36071     0.19      0.07     0.20     1 
2010304627   42.55686     -2.32161     0.15      0.02     0.15     1 
2010304628   42.55662     -2.28251     0.36      0.16     0.40     1 
2010304632   42.55554     -2.12612     0.40      0.22     0.45     1 
2010304636   42.55424     -1.96974     0.19      0.06     0.20     1 
2010304669   42.53157     -3.61175     0.07      0.19     0.21     1 
2010304671   42.53196     -3.53358     0.34      0.32     0.47     1 
2010304672   42.53214     -3.49450     0.05      0.04     0.06     1 
2010304674   42.53245     -3.41632     0.21     -0.10     0.23     1 
2010304691   42.53294     -2.75184    -0.01     -0.06     0.07     1 
2010304692   42.53284     -2.71275     0.04     -0.09     0.10     1 
2010304693   42.53274     -2.67366     0.02     -0.09     0.09     1 
2010304694   42.53262     -2.63457     0.05     -0.09     0.10     1 
2010304695   42.53249     -2.59549     0.00     -0.13     0.13     1 
2010304696   42.53234     -2.55640     0.00     -0.14     0.14     1 
2010304697   42.53219     -2.51732     0.04     -0.02     0.04     1 
2010304698   42.53202     -2.47823    -0.04     -0.00     0.04     1 
2010304699   42.53183     -2.43914     0.17     -0.12     0.21     1 
2010304700   42.53163     -2.40006     0.26      0.05     0.26     1 
2010304701   42.53142     -2.36097     0.13      0.02     0.13     1 
2010304702   42.53120     -2.32189     0.13      0.10     0.17     1 
2010304703   42.53096     -2.28281     0.42      0.11     0.44     1 
2010304704   42.53071     -2.24372     0.27      0.03     0.28     1 
2010304705   42.53044     -2.20464     0.30      0.14     0.34     1 
2010304709   42.52925     -2.04832     0.21     -0.33     0.39     1 
2010304711   42.52858     -1.97016     0.04      0.13     0.13     1 
2010304737   42.50412     -3.88497    -0.55     -0.08     0.55     2 
2010304746   42.50630     -3.53336     0.05      0.12     0.13     1 
2010304747   42.50647     -3.49429    -0.01      0.07     0.07     1 
2010304749   42.50678     -3.41615    -0.06     -0.05     0.08     1 
2010304758   42.50752     -3.06451     0.16      0.22     0.27     1 
2010304767   42.50718     -2.71287     0.16     -0.13     0.21     1 
2010304768   42.50707     -2.67380     0.21     -0.07     0.22     1 
2010304769   42.50695     -2.63472     0.22      0.04     0.22     1 
2010304770   42.50682     -2.59565     0.10     -0.11     0.16     1 
2010304771   42.50668     -2.55658     0.09     -0.03     0.09     1 
2010304772   42.50652     -2.51751    -0.09      0.08     0.12     1 
2010304773   42.50635     -2.47844     0.13     -0.06     0.14     1 
2010304774   42.50617     -2.43937     0.05     -0.09     0.10     1 
2010304775   42.50597     -2.40030     0.37     -0.02     0.37     1 
2010304777   42.50553     -2.32217     0.18      0.33     0.37     1 
2010304778   42.50529     -2.28310     0.32      0.13     0.35     1 
2010304779   42.50504     -2.24403     0.24     -0.05     0.24     1 
2010304780   42.50478     -2.20497     0.39      0.07     0.40     1 
2010304781   42.50450     -2.16590     0.22      0.17     0.28     1 
2010304784   42.50359     -2.04871     0.44      0.20     0.48     1 
2010304818   42.48003     -3.65030    -0.13     -0.14     0.19     1 
2010304822   42.48080     -3.49409     0.31     -0.00     0.31     1 
2010304823   42.48097     -3.45504     0.19      0.17     0.25     1 
2010304838   42.48180     -2.86921    -0.13      0.07     0.15     1 
2010304843   42.48141     -2.67393     0.27     -0.24     0.36     1 
2010304844   42.48129     -2.63487    -0.00     -0.13     0.13     1 
2010304845   42.48116     -2.59582     0.21     -0.03     0.21     1 
2010304846   42.48101     -2.55676     0.22      0.06     0.23     1 
2010304847   42.48086     -2.51771     0.04     -0.10     0.10     1 
2010304848   42.48069     -2.47866     0.16      0.10     0.19     1 
2010304849   42.48050     -2.43960     0.15     -0.01     0.15     1 
2010304850   42.48030     -2.40055     0.06      0.09     0.11     1 
2010304852   42.47987     -2.32245     0.34     -0.28     0.44     1 
2010304854   42.47938     -2.24434     0.27      0.06     0.27     1 
2010304855   42.47912     -2.20529     0.24      0.06     0.25     1 
2010304856   42.47884     -2.16624     0.47      0.08     0.48     1 
2010304858   42.47824     -2.08814     0.14      0.11     0.18     1 
2010304859   42.47793     -2.04909     0.14      0.04     0.14     1 
2010304861   42.47725     -1.97100     0.19      0.05     0.20     1 
2010304900   42.45558     -3.37677     0.17      0.41     0.44     1 
2010304919   42.45562     -2.63502     0.11      0.02     0.11     1 
2010304920   42.45549     -2.59598     0.26      0.19     0.32     1 
2010304921   42.45535     -2.55694     0.08      0.02     0.08     1 
2010304922   42.45519     -2.51791     0.14      0.00     0.14     1 
2010304925   42.45464     -2.40080     0.36      0.07     0.37     1 
2010304926   42.45443     -2.36176     0.08     -0.07     0.10     1 
2010304927   42.45420     -2.32272     0.42     -0.10     0.43     1 
2010304928   42.45396     -2.28369     0.23     -0.28     0.36     1 
2010304930   42.45345     -2.20562     0.34      0.09     0.35     1 
2010304931   42.45317     -2.16658     0.14      0.06     0.15     1 
2010304933   42.45258     -2.08852     0.24      0.26     0.35     1 
2010304935   42.45193     -2.01045     0.12      0.25     0.27     1 
2010304994   42.42996     -2.63517    -0.03     -0.07     0.08     1 
2010304995   42.42983     -2.59615     0.07     -0.16     0.18     1 
2010304997   42.42952     -2.51810     0.06     -0.15     0.17     1 
2010304998   42.42935     -2.47908     0.29     -0.04     0.29     1 
2010304999   42.42917     -2.44006     0.18     -0.09     0.21     1 
2010305000   42.42897     -2.40104     0.22      0.18     0.29     1 
2010305001   42.42876     -2.36202    -0.00      0.09     0.09     1 
2010305002   42.42854     -2.32300     0.01     -0.04     0.04     1 
2010305003   42.42830     -2.28398     0.30     -0.01     0.30     1 
2010305004   42.42805     -2.24496     0.03     -0.10     0.10     1 
2010305005   42.42779     -2.20594     0.27     -0.05     0.27     1 
2010305006   42.42751     -2.16692     0.33      0.05     0.34     1 
2010305007   42.42722     -2.12791     0.53      0.04     0.53     2 
2010305008   42.42692     -2.08889     0.10      0.05     0.11     1 
2010305009   42.42660     -2.04987     0.19      0.08     0.20     1 
2010305010   42.42627     -2.01085     0.24      0.18     0.30     1 
2010305058   42.40485     -3.06441     0.06      0.04     0.08     1 
2010305059   42.40487     -3.02540    -0.17     -0.30     0.34     1 
2010305063   42.40480     -2.86937     0.31     -0.11     0.33     1 
2010305066   42.40460     -2.75234     0.17      0.16     0.24     1 
2010305069   42.40429     -2.63532     0.13     -0.07     0.14     1 
2010305070   42.40416     -2.59631     0.33      0.04     0.33     1 
2010305071   42.40402     -2.55731     0.03     -0.17     0.18     1 
2010305074   42.40350     -2.44029     0.27     -0.02     0.27     1 
2010305077   42.40287     -2.32327     0.16      0.01     0.16     1 
2010305079   42.40239     -2.24527     0.21     -0.12     0.24     1 
2010305080   42.40212     -2.20626     0.26      0.15     0.30     1 
2010305081   42.40185     -2.16726     0.23      0.13     0.27     1 
2010305082   42.40156     -2.12826     0.14     -0.00     0.14     1 
2010305084   42.40093     -2.05026     0.32     -0.09     0.33     1 
2010305133   42.37918     -3.06438    -0.05     -0.23     0.23     1 
2010305134   42.37920     -3.02539    -0.06     -0.27     0.27     1 
2010305136   42.37919     -2.94740    -0.05     -0.13     0.14     1 
2010305140   42.37901     -2.79143     0.56      0.18     0.59     2 
2010305141   42.37893     -2.75244     0.21      0.00     0.21     1 
2010305142   42.37884     -2.71345     0.12     -0.08     0.14     1 
2010305144   42.37862     -2.63547     0.04     -0.07     0.08     1 
2010305145   42.37849     -2.59648     0.09     -0.06     0.11     1 
2010305146   42.37835     -2.55749    -0.19     -0.13     0.23     1 
2010305147   42.37819     -2.51850     0.04     -0.05     0.07     1 
2010305157   42.37589     -2.12861     0.28      0.12     0.31     1 
2010305158   42.37559     -2.08963     0.24      0.02     0.24     1 
2010305159   42.37527     -2.05064     0.11      0.01     0.11     1 
2010305217   42.35318     -2.71357     0.18      0.00     0.18     1 
2010305218   42.35307     -2.67459    -0.07      0.04     0.08     1 
2010305219   42.35296     -2.63562    -0.01     -0.15     0.15     1 
2010305220   42.35283     -2.59664    -0.15     -0.23     0.28     1 
2010305221   42.35268     -2.55767     0.03     -0.34     0.34     1 
2010305223   42.35235     -2.47972     0.14     -0.04     0.15     1 
2010305224   42.35217     -2.44075     0.02      0.06     0.06     1 
2010305225   42.35197     -2.40177     0.23     -0.01     0.23     1 
2010305226   42.35176     -2.36280     0.33      0.03     0.34     1 
2010305227   42.35154     -2.32383     0.27      0.29     0.40     1 
2010305228   42.35130     -2.28485     0.33      0.12     0.35     1 
2010305231   42.35052     -2.16794     0.31      0.10     0.32     1 
2010305233   42.34992     -2.09000     0.21      0.11     0.23     1 
2010305234   42.34961     -2.05103     0.08      0.01     0.08     1 
2010305291   42.32760     -2.75264     0.03     -0.02     0.04     1 
2010305292   42.32751     -2.71368    -0.09      0.08     0.13     1 
2010305293   42.32741     -2.67473     0.10     -0.12     0.16     1 
2010305294   42.32729     -2.63577    -0.15      0.10     0.18     1 
2010305295   42.32716     -2.59681    -0.21     -0.05     0.21     1 
2010305296   42.32702     -2.55785     0.14      0.05     0.15     1 
2010305297   42.32686     -2.51889     0.20     -0.21     0.29     1 
2010305298   42.32669     -2.47993     0.10     -0.13     0.16     1 
2010305299   42.32650     -2.44097     0.09     -0.07     0.11     1 
2010305300   42.32631     -2.40201    -0.03     -0.07     0.07     1 
2010305301   42.32610     -2.36306     0.08     -0.04     0.09     1 
2010305302   42.32588     -2.32410     0.20     -0.09     0.22     1 
2010305303   42.32564     -2.28514     0.34      0.08     0.35     1 
2010305304   42.32539     -2.24619     0.25     -0.01     0.25     1 
2010305306   42.32485     -2.16828     0.17     -0.08     0.19     1 
2010305307   42.32456     -2.12932     0.26      0.07     0.27     1 
2010305308   42.32426     -2.09037     0.34      0.15     0.37     1 
2010305309   42.32394     -2.05142     0.23     -0.07     0.24     1 
2010305371   42.30135     -2.55803    -0.19      0.12     0.22     1 
2010305372   42.30119     -2.51908     0.12     -0.04     0.13     1 
2010305373   42.30102     -2.48014     0.25      0.08     0.26     1 
2010305374   42.30084     -2.44120     0.19      0.01     0.19     1 
2010305375   42.30064     -2.40226     0.14     -0.00     0.14     1 
2010305376   42.30043     -2.36332     0.19     -0.02     0.19     1 
2010305377   42.30021     -2.32437     0.34     -0.02     0.34     1 
2010305378   42.29997     -2.28544     0.26      0.08     0.27     1 
2010305379   42.29972     -2.24649     0.06     -0.08     0.10     1 
2010305380   42.29946     -2.20756     0.15     -0.03     0.15     1 
2010305381   42.29919     -2.16862     0.31     -0.09     0.32     1 
2010305382   42.29890     -2.12968     0.16     -0.02     0.16     1 
2010305383   42.29859     -2.09074     0.22     -0.06     0.23     1 
2010305384   42.29828     -2.05180     0.35     -0.09     0.36     1 
2010305451   42.27477     -2.36357     0.14      0.05     0.15     1 
2010305452   42.27454     -2.32465     0.09     -0.02     0.09     1 
2010305453   42.27431     -2.28573     0.31      0.14     0.34     1 
2010305455   42.27380     -2.20788    -0.35     -0.12     0.37     1 
2010305456   42.27352     -2.16895     0.09     -0.07     0.12     1 
2010305458   42.27293     -2.09111     0.18      0.00     0.18     1 
2010305531   42.24786     -2.16929     0.18     -0.00     0.18     1 
2010305533   42.24727     -2.09148     0.14      0.08     0.16     1 
2010305534   42.24695     -2.05257     0.07     -0.07     0.09     1 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 181

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.110
  Median: -0.097
  Standard Deviation: 0.185

Sample residual statistics:
  Mean: -0.015
  Median: -0.006
  Standard Deviation: 0.121

Quadrant RMSE: 0.248

---------------------------------------------------
Total correlated GCPs in Upper Right Quadrant: 282

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.127
  Median: -0.150
  Standard Deviation: 0.191

Sample residual statistics:
  Mean: 0.048
  Median: 0.049
  Standard Deviation: 0.139

Quadrant RMSE: 0.273

---------------------------------------------------
Total correlated GCPs in Lower Left Quadrant: 622

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.060
  Median: -0.061
  Standard Deviation: 0.177

Sample residual statistics:
  Mean: -0.020
  Median: -0.023
  Standard Deviation: 0.121

Quadrant RMSE: 0.223

---------------------------------------------------
Total correlated GCPs in Lower Right Quadrant: 599

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.006
  Median: 0.022
  Standard Deviation: 0.202

Sample residual statistics:
  Mean: 0.005
  Median: 0.001
  Standard Deviation: 0.126

Quadrant RMSE: 0.238

---------------------------------------------------
---------------------------------------------------
Total correlated GCPs in scene: 1684

GCP statistics entire scene (in Pixels)
Line residual statistics:
  Mean: -0.053
  Median: -0.054
  Standard Deviation: 0.196

Sample residual statistics:
  Mean: 0.001
  Median: 0.000
  Standard Deviation: 0.128

Scene RMSE: 0.240

